Gender,Age,FamilyName,Height,Weight
M,18,Berger,182.88,79.3786
M,15,Osborn,167.64,56.24541
M,18,Wolfe,185.42,89.81122
F,19,Christian,167.64,54.43104
F,18,Greer,175.26,65.77084
M,17,Hall,172.72,67.13162
M,17,Garrison,175.26,68.0388
M,17,Wheeler,170.18,66.22443
M,17,Hutchinson,175.26,77.11064
M,15,Hoffman,170.18,53.97745
F,16,Maxwell,162.56,88.45044
F,19,Lowe,170.18,56.699
F,16,Saunders,180.34,90.7184
F,15,Rubio,175.26,58.96696
M,18,Underwood,185.42,81.64656
F,19,Thornton,172.72,74.84268
F,19,Romero,165.1,69.39958
F,15,Vance,170.18,56.699
M,18,Blair,180.34,61.23492
F,16,Lynch,162.56,49.89512
M,17,Stokes,180.34,108.8621
M,15,Barnett,165.1,54.43104
F,15,Kidd,167.64,54.43104
M,17,Mcmillan,182.88,68.0388
M,15,Santana,170.18,38.55532
F,15,Reese,165.1,56.699
M,16,Andrews,187.96,65.77084
M,16,Wolf,162.56,63.50288
F,19,Carr,160.02,65.77084
F,16,Ingram,187.96,72.57472
F,15,Hanson,175.26,58.96696
F,18,Jordan,160.02,49.89512
F,17,Daniel,160.02,56.699
M,18,Freeman,182.88,72.57472
F,18,Shannon,170.18,58.96696
M,19,Mercer,170.18,72.57472
M,17,Hudson,170.18,66.22443
M,17,Hancock,187.96,74.84268
F,18,Munoz,165.1,63.50288
F,18,Watts,170.18,54.43104
M,16,Campbell,180.34,63.50288
M,16,Finley,180.34,63.50288
F,15,Reilly,154.94,52.16308
M,19,Cowan,187.96,90.7184
F,18,Mueller,167.64,54.43104
F,16,Orozco,162.56,90.7184
F,19,Carrillo,165.1,63.50288
M,16,Lam,182.88,68.0388
F,17,Marshall,160.02,47.17357
F,14,Benson,167.64,55.79182
M,15,Crosby,177.8,63.50288
M,17,Dodson,182.88,74.84268
M,15,Singleton,172.72,61.23492
F,19,Gibson,170.18,52.16308
F,18,Duncan,177.8,54.43104
F,18,Booker,167.64,77.11064
M,16,Preston,180.34,97.52228
M,16,Bryant,182.88,67.58521
F,17,English,172.72,75.74986
F,19,Goodman,177.8,72.57472
F,16,Mcconnell,162.56,56.699
F,16,Webb,162.56,68.0388
M,19,Foster,162.56,45.3592
M,17,Mccoy,175.26,63.50288
M,16,Giles,175.26,74.84268
F,17,Rivers,162.56,54.43104
M,19,Morales,180.34,65.77084
M,18,Wilson,185.42,83.91452
M,19,Fox,193.04,70.30676
M,18,Lamb,187.96,68.0388
M,16,Melton,180.34,69.39958
M,20,Wilkins,177.8,78.47142
F,18,Burke,167.64,48.53434
F,17,Morrison,167.64,72.57472
M,15,Lowery,187.96,74.84268
M,19,Merritt,182.88,68.0388
M,16,Mcintyre,172.72,65.77084
M,19,Chase,182.88,111.13
F,19,Summers,170.18,45.3592
M,17,Elliott,180.34,68.0388
F,16,Cannon,160.02,49.89512
F,15,Cohen,167.64,52.16308
F,18,Lambert,167.64,70.30676
M,16,Petersen,193.04,83.91452
M,16,Houston,170.18,74.84268
F,16,Snyder,154.94,55.33822
M,15,Mcgrath,172.72,55.79182
M,15,Irwin,177.8,83.91452
M,18,Butler,190.5,76.20346
M,16,Wilkerson,172.72,54.43104
F,19,Acevedo,170.18,58.51337
F,16,Holloway,160.02,46.26638
M,15,Webster,157.48,47.62716
F,18,Cox,154.94,-0.90718
M,17,Gonzales,187.96,127.0058
F,18,Davidson,172.72,65.77084
F,14,Chapman,154.94,99.79024
F,17,Church,177.8,72.57472
F,18,Blankenship,154.94,47.62716
M,16,Odom,175.26,68.0388
M,15,Chung,162.56,45.3592
F,19,Henderson,165.1,60.78133
M,19,Stout,180.34,70.30676
M,17,Vazquez,182.88,68.0388
M,16,Anderson,172.72,70.30676
M,17,Bird,185.42,77.11064
F,16,Matthews,167.64,56.699
M,15,Wall,170.18,99.79024
M,15,Gross,157.48,54.43104
M,18,Clarke,187.96,71.66754
M,17,Wallace,172.72,61.23492
F,19,Browning,170.18,54.43104
F,19,Miles,170.18,58.51337
M,18,Hobbs,172.72,68.0388
M,17,Wright,193.04,80.73938
M,17,Roy,193.04,80.73938
F,19,Bradford,162.56,44.45202
F,15,Harding,162.56,58.96696
F,16,Mack,152.4,52.16308
M,19,Hines,187.96,74.84268
F,15,Fitzpatrick,167.64,58.96696
F,19,Stein,172.72,58.05978
F,17,Neal,175.26,65.77084
F,15,Reyes,167.64,65.77084
M,18,Burgess,177.8,65.77084
M,17,Walters,180.34,68.0388
F,17,Porter,160.02,51.2559
M,15,Sanders,170.18,58.96696
M,16,Eaton,172.72,65.77084
F,15,Good,162.56,61.23492
M,19,Abbott,180.34,68.0388
M,17,Pearson,175.26,68.0388
F,18,Warren,170.18,117.9339
M,17,Bernard,172.72,72.57472
M,18,Atkins,170.18,70.30676
F,15,Stone,162.56,-0.90718
F,15,Holmes,165.1,47.62716
M,17,Rosales,187.96,97.52228
M,16,Guerra,182.88,62.5957
F,19,Mcdaniel,154.94,58.05978
F,17,Travis,154.94,54.43104
F,19,Conner,160.02,48.98794
F,18,Cuevas,165.1,63.50288
F,17,Mcgee,162.56,68.0388
M,18,Brewer,187.96,77.11064
F,18,Greene,160.02,74.84268
M,16,Armstrong,180.34,81.64656
M,18,Alexander,185.42,99.79024
F,16,Mcbride,157.48,54.43104
F,19,Clark,162.56,54.43104
F,19,Vargas,152.4,47.62716
F,19,Floyd,165.1,63.50288
F,19,Arnold,172.72,99.79024
F,16,Garcia,170.18,68.0388
M,16,Fry,182.88,113.398
F,18,Valenzuela,167.64,72.57472
M,16,Dixon,170.18,77.11064
M,17,Massey,185.42,68.0388
M,20,Best,190.5,95.25432
M,17,Cantrell,180.34,81.64656
F,15,Nolan,165.1,54.43104
F,16,Townsend,167.64,65.77084
M,18,Durham,190.5,130.6345
M,18,Patton,175.26,58.96696
F,15,Brooks,170.18,65.77084
F,18,Ferguson,172.72,58.96696
M,16,Bowen,162.56,52.16308
M,19,Arroyo,175.26,108.8621
M,18,Mcneil,175.26,77.11064
F,16,Bean,152.4,52.16308
F,17,Mejia,172.72,72.57472
F,18,Brandt,172.72,57.60618
F,17,Harris,172.72,58.96696
F,17,Richard,157.48,68.0388
F,17,Huynh,167.64,63.50288
M,15,Garner,170.18,54.43104
M,16,Salazar,193.04,76.20346
F,18,Parker,170.18,83.91452
M,16,Gaines,172.72,79.3786
F,15,Baird,177.8,-0.90718
F,18,Schultz,170.18,86.18248
M,17,Padilla,200.66,158.7572
F,15,Bridges,162.56,49.89512
F,17,Mcfarland,172.72,63.50288
F,15,Powers,175.26,63.50288
M,18,Rivas,170.18,76.65705
F,16,Juarez,154.94,62.5957
F,18,Orr,162.56,-0.45359
M,17,Patrick,182.88,113.398
M,19,Wood,172.72,81.64656
F,19,Quinn,167.64,77.11064
M,17,Jefferson,180.34,87.99685
F,15,Kaufman,175.26,79.3786
F,17,Larson,157.48,45.3592
F,17,Herman,160.02,55.33822
M,19,Berry,172.72,58.96696
F,17,Maddox,160.02,65.77084
M,16,Figueroa,170.18,68.0388
F,15,Keith,177.8,56.699
F,17,Trujillo,180.34,68.0388
F,18,Bentley,157.48,49.89512
F,16,Reynolds,172.72,102.0582
F,16,Cook,165.1,57.60618
F,18,Sparks,162.56,49.89512
F,15,Griffin,152.4,47.62716
M,17,Velasquez,172.72,149.6854
F,15,Krueger,160.02,43.99842
F,19,Warner,157.48,49.89512
F,17,Robles,162.56,63.50288
M,19,Whitaker,180.34,79.3786
M,15,Johnston,172.72,54.43104
F,17,Hendricks,160.02,63.50288
M,16,Blackburn,187.96,72.57472
F,19,Colon,165.1,81.64656
F,16,Logan,170.18,99.79024
M,18,Garza,177.8,99.79024
F,16,Anthony,177.8,70.30676
M,19,Ramirez,175.26,61.23492
F,17,Waller,154.94,54.43104
M,17,Holden,180.34,76.20346
M,16,Harrington,160.02,74.84268
F,17,Stuart,154.94,54.43104
F,14,Booth,157.48,54.43104
M,18,Newman,190.5,81.64656
M,15,Leon,172.72,54.43104
M,17,Calderon,177.8,108.8621
F,19,James,170.18,63.50288
F,15,Reed,157.48,49.89512
M,18,Whitehead,180.34,99.79024
M,17,Zamora,182.88,122.4698
M,19,Mcguire,193.04,108.8621
M,18,Weiss,180.34,77.11064
M,19,Chaney,180.34,70.30676
M,19,Phelps,165.1,58.96696
F,16,Arias,152.4,47.62716
F,19,Gay,157.48,56.699
M,15,Liu,175.26,63.04929
M,18,Taylor,167.64,54.43104
M,16,Avila,167.64,52.16308
M,16,Foley,177.8,81.64656
F,18,Mills,157.48,45.81279
M,15,Golden,182.88,79.3786
F,16,Potter,162.56,56.699
M,14,Goodwin,182.88,72.57472
F,19,Owens,172.72,78.01782
M,17,Mccarthy,160.02,54.43104
F,19,Ponce,160.02,50.8023
M,17,Cain,167.64,77.11064
M,19,Dunn,172.72,58.96696
M,16,Mccormick,175.26,72.57472
M,16,Perry,180.34,68.0388
M,18,Gardner,187.96,99.79024
M,18,Farmer,172.72,66.22443
M,16,Zavala,182.88,92.98636
F,16,Byrd,160.02,63.50288
F,15,Grant,147.32,54.43104
M,19,Rhodes,177.8,72.57472
F,16,Rangel,157.48,52.61667
M,15,Wilkinson,175.26,72.57472
M,19,Dalton,177.8,74.84268
M,16,Koch,170.18,70.30676
F,16,Diaz,162.56,54.43104
M,19,Mclean,180.34,77.11064
M,19,Le,167.64,70.30676
F,16,Bryan,160.02,49.89512
F,16,West,154.94,44.90561
F,18,Levy,165.1,54.43104
M,19,Ellison,177.8,74.84268
M,18,Banks,175.26,90.7184
M,17,Randall,182.88,70.30676
M,17,Ross,177.8,74.84268
M,15,Bond,172.72,65.77084
M,17,Sandoval,177.8,74.84268
M,17,Ware,187.96,83.91452
F,16,Cooley,175.26,81.64656
M,15,Chan,162.56,54.88463
F,17,Todd,167.64,65.77084
M,16,Wade,190.5,75.74986
M,17,Morgan,182.88,63.50288
F,17,Thompson,154.94,58.96696
F,19,Villegas,165.1,56.699
F,17,Hart,162.56,54.43104
M,16,Richmond,177.8,77.11064
M,19,Blanchard,167.64,72.57472
F,18,Velez,162.56,54.43104
F,17,Fitzgerald,157.48,52.16308
F,19,Spears,154.94,58.96696
F,16,Castro,157.48,58.96696
F,16,Flynn,160.02,43.54483
F,15,Fowler,170.18,61.23492
M,18,Obrien,182.88,70.30676
M,16,Salinas,180.34,65.77084
F,19,Macdonald,157.48,61.23492
M,16,Martin,172.72,68.0388
F,18,Fuentes,152.4,59.87414
F,15,Holland,157.48,49.89512
F,15,Whitney,162.56,58.05978
M,18,Curry,187.96,73.4819
F,16,Boone,172.72,56.699
M,15,Mcclain,182.88,78.01782
F,15,Johnson,162.56,52.16308
M,19,Buchanan,175.26,49.89512
M,18,Haney,180.34,65.77084
M,16,Rowland,182.88,88.45044
F,16,Calhoun,167.64,58.96696
F,17,Duarte,162.56,48.98794
M,17,Rios,172.72,68.0388
M,14,Andrade,162.56,74.38909
M,18,Frank,182.88,107.5013
F,17,Sawyer,162.56,58.96696
F,19,Chen,162.56,72.57472
F,18,Tanner,175.26,127.0058
M,15,Mcknight,170.18,67.13162
M,15,Meadows,177.8,95.25432
M,15,Cunningham,162.56,77.11064
M,15,Mason,180.34,60.78133
F,17,Franco,160.02,63.50288
M,17,Rosario,182.88,97.52228
M,18,Jackson,177.8,68.0388
M,16,York,170.18,74.84268
M,19,Sampson,182.88,77.11064
M,18,Aguilar,175.26,56.699
M,17,Little,187.96,97.06869
M,19,Pace,177.8,58.96696
M,17,Conway,185.42,83.91452
F,17,Pena,172.72,72.57472
M,19,Crawford,170.18,68.0388
M,18,Montes,182.88,77.11064
F,16,Mendez,170.18,72.57472
F,18,Pollard,170.18,77.11064
F,15,Costa,165.1,63.50288
M,16,Morse,167.64,63.50288
F,16,Blackwell,160.02,61.23492
M,17,Lester,182.88,77.11064
M,19,Leblanc,185.42,79.3786
M,15,Hatfield,177.8,70.30676
M,19,Sexton,185.42,70.30676
M,19,Farrell,187.96,72.57472
F,19,Hardy,172.72,58.96696
F,18,Moran,160.02,63.50288
M,16,Peters,175.26,83.00734
M,15,Fuller,177.8,115.666
F,20,Hawkins,177.8,-0.90718
M,17,Braun,182.88,72.57472
M,17,Hull,172.72,56.699
F,15,Parsons,160.02,49.89512
F,18,Dominguez,180.34,90.7184
M,16,Cordova,170.18,54.43104
F,18,Dyer,167.64,68.0388
F,17,Martinez,165.1,61.23492
M,15,Moyer,170.18,61.23492
F,16,Villa,167.64,53.52386
F,17,Beasley,147.32,46.71998
F,19,Ballard,162.56,48.08075
M,16,Adams,177.8,83.91452
M,14,Michael,170.18,54.43104
F,15,Willis,160.02,61.23492
F,17,Hoover,157.48,52.16308
M,18,Buck,182.88,77.11064
M,16,Short,177.8,77.11064
F,18,Rollins,165.1,54.43104
F,16,Rogers,160.02,86.18248
F,19,Hughes,172.72,63.50288
M,16,Dickerson,180.34,86.18248
F,16,Ruiz,167.64,65.77084
F,16,Bray,167.64,54.43104
M,15,Kline,180.34,68.0388
F,16,Farley,170.18,70.30676
F,17,Sheppard,165.1,56.699
M,16,Ray,190.5,83.91452
M,14,Solomon,160.02,53.52386
M,15,Morris,175.26,79.3786
M,18,Ayers,180.34,81.64656
M,17,Herring,180.34,142.8815
F,15,Coleman,162.56,56.699
M,18,Francis,180.34,61.23492
F,17,Herrera,172.72,48.98794
F,17,Vincent,162.56,61.23492
F,15,Scott,162.56,54.43104
M,18,Lang,172.72,61.23492
M,15,Kelly,182.88,68.0388
M,16,Tate,180.34,75.74986
F,15,Delacruz,162.56,63.50288
F,19,Yoder,157.48,63.50288
F,17,Copeland,154.94,58.96696
M,19,Mccarty,190.5,129.2737
F,17,Bishop,167.64,65.77084
F,15,Harvey,160.02,61.23492
F,16,Cortez,157.48,52.16308
F,19,Hurley,167.64,77.11064
M,17,Ramsey,172.72,57.60618
F,18,Gomez,160.02,136.0776
M,17,Espinoza,182.88,72.57472
M,18,Decker,182.88,73.4819
M,15,Benitez,175.26,95.25432
M,15,Hubbard,172.72,58.05978
M,17,Harmon,187.96,90.7184
F,19,Benton,165.1,58.96696
M,18,Bell,187.96,83.91452
F,17,Casey,157.48,56.699
M,17,Rice,172.72,54.43104
M,15,Weber,182.88,58.96696
M,18,Nguyen,165.1,58.96696
F,16,Charles,162.56,-0.90718
F,19,Moreno,170.18,72.57472
M,16,Jarvis,177.8,62.5957
M,19,Miranda,182.88,88.90403
F,17,Barber,157.48,45.3592
F,19,Woodard,165.1,86.18248
M,16,Perkins,172.72,117.0267
F,19,Chambers,175.26,63.50288
M,16,Tran,195.58,93.89354
M,17,Sanford,180.34,83.00734
M,17,Bates,180.34,77.11064
M,15,Franklin,160.02,54.43104
F,16,Gould,154.94,45.3592
F,17,Mckay,167.64,68.0388
M,16,Mathews,182.88,64.86366
F,19,Yang,162.56,72.57472
M,19,Sharp,175.26,65.77084
F,16,Mays,170.18,58.96696
F,15,Erickson,162.56,46.26638
F,16,Gibbs,172.72,72.57472
M,17,Edwards,187.96,56.699
M,19,Stevens,185.42,90.7184
M,19,Lyons,182.88,63.50288
M,15,Higgins,190.5,70.30676
M,17,Clay,185.42,92.98636
F,17,Flowers,175.26,63.50288
M,19,Coffey,177.8,61.23492
M,17,Tucker,177.8,57.60618
F,16,Forbes,160.02,49.89512
M,18,Love,182.88,68.0388
M,15,Holt,190.5,74.84268
F,17,Lutz,167.64,54.43104
F,17,Burns,167.64,52.16308
M,18,Collier,185.42,70.30676
M,18,Barker,180.34,70.76035
M,15,Gilmore,180.34,56.699
M,19,Black,195.58,74.84268
F,19,Berg,165.1,95.25432
M,17,Mcclure,160.02,56.699
M,16,Green,180.34,83.91452
M,18,Bartlett,172.72,99.79024
M,15,Yu,170.18,99.79024
M,14,Marks,180.34,65.77084
M,18,Adkins,160.02,54.43104
F,15,Graves,162.56,49.89512
M,15,Ayala,172.72,99.79024
M,19,Nash,175.26,77.11064
F,19,Levine,160.02,88.45044
M,19,Oliver,208.28,88.45044
M,17,Kennedy,195.58,81.64656
M,15,Klein,154.94,37.64814
M,15,Compton,172.72,58.96696
F,16,Andersen,160.02,54.43104
F,18,Hayden,162.56,61.23492
F,17,Schneider,157.48,54.43104
F,16,Bruce,170.18,52.16308
M,15,Stevenson,167.64,56.699
M,19,Khan,172.72,68.0388
F,19,Mcmahon,175.26,86.18248
M,15,Sims,180.34,74.84268
M,19,Russo,190.5,90.7184
F,19,Fritz,175.26,63.50288
F,17,Riley,162.56,49.89512
M,15,Carroll,193.04,70.30676
M,15,Williamson,185.42,63.50288
M,16,Horn,170.18,68.0388
M,18,Wells,175.26,61.23492
F,17,Stanton,172.72,58.96696
M,15,Archer,185.42,63.50288
M,17,Branch,185.42,87.54326
M,15,Walsh,170.18,61.23492
F,16,Spence,152.4,52.16308
M,17,Poole,193.04,131.5417
M,17,Trevino,190.5,117.9339
M,17,Murray,172.72,63.50288
F,19,Payne,177.8,63.50288
M,17,Delgado,190.5,79.3786
M,17,Mendoza,182.88,70.76035
F,15,Nielsen,170.18,56.699
M,15,Davis,172.72,56.699
F,17,Hess,167.64,54.43104
M,18,Kirk,170.18,58.96696
F,18,Shepherd,167.64,74.84268
M,17,Larsen,182.88,61.23492
F,19,Conrad,160.02,61.23492
F,19,Rasmussen,170.18,63.50288
F,15,Soto,167.64,-0.45359
M,19,Patel,185.42,83.91452
F,15,Davila,152.4,34.0194
F,16,Henson,152.4,63.50288
F,18,Roth,172.72,68.0388
M,17,Escobar,187.96,70.30676
F,15,Nunez,172.72,57.60618
F,16,Lin,160.02,55.33822
F,17,Nicholson,172.72,63.50288
M,15,Bailey,187.96,-0.90718
M,16,Hooper,175.26,79.3786
M,19,Downs,185.42,84.36811
M,15,Pittman,182.88,74.84268
F,18,Mccullough,170.18,70.30676
M,16,Walls,187.96,68.0388
F,15,Stewart,167.64,56.699
F,19,Gallagher,160.02,58.96696
F,15,Haas,152.4,48.53434
F,19,Boyd,154.94,63.50288
M,17,Jennings,185.42,79.3786
F,15,Zimmerman,160.02,53.52386
F,15,Rush,162.56,52.16308
F,19,Hernandez,160.02,56.699
M,15,Proctor,177.8,77.11064
F,19,Mooney,165.1,65.77084
F,20,Horton,177.8,65.77084
F,17,Young,172.72,70.30676
M,15,Wiley,175.26,61.23492
F,19,Maynard,165.1,54.43104
M,15,Welch,162.56,49.89512
M,16,Raymond,185.42,68.0388
F,17,Carson,175.26,83.91452
F,19,Beltran,157.48,53.52386
M,18,Jacobs,172.72,81.64656
M,15,Sweeney,162.56,54.43104
F,16,Wise,162.56,65.77084
F,18,Humphrey,170.18,70.30676
M,17,Perez,180.34,102.0582
M,16,Molina,180.34,86.18248
F,18,Huerta,160.02,63.50288
F,16,Strickland,167.64,64.41006
M,17,Bonilla,182.88,104.3262
F,16,Dean,172.72,78.01782
M,18,Sanchez,157.48,58.96696
M,17,Gordon,147.32,58.96696
F,15,Barnes,170.18,72.57472
F,16,Huffman,160.02,56.699
M,15,Ferrell,170.18,74.84268
F,17,Rivera,160.02,50.8023
F,14,Campos,162.56,48.98794
M,18,Bradley,187.96,83.91452
M,18,Crane,180.34,72.57472
M,16,Wiggins,180.34,70.30676
M,16,Howe,182.88,63.50288
F,19,Gutierrez,175.26,70.30676
M,19,Dillon,175.26,68.0388
F,17,Mayo,152.4,45.3592
F,19,Stephens,157.48,66.22443
F,19,Deleon,172.72,90.7184
F,17,Arellano,165.1,79.3786
F,16,Schroeder,157.48,61.23492
F,18,Phillips,160.02,54.43104
M,16,Castillo,182.88,61.23492
F,15,Winters,177.8,61.23492
F,19,Hopkins,157.48,49.44153
F,18,Lucas,175.26,58.96696
F,16,Suarez,162.56,56.699
F,17,Barrett,167.64,61.23492
F,18,Bass,177.8,65.77084
F,16,Stephenson,162.56,58.96696
F,16,Buckley,157.48,61.23492
F,16,Morrow,165.1,56.699
F,17,Robbins,165.1,61.23492
M,17,Tyler,180.34,61.23492
M,16,Garrett,177.8,68.0388
M,19,Mayer,180.34,81.64656
M,18,Walker,172.72,61.23492
F,18,Oconnell,170.18,77.11064
F,18,Jimenez,154.94,53.52386
F,19,Hunt,165.1,54.43104
F,16,Tapia,167.64,81.64656
F,15,Sosa,157.48,54.43104
M,15,Li,170.18,61.23492
F,19,Wagner,172.72,46.71998
F,18,Turner,165.1,58.96696
M,15,Singh,172.72,77.11064
F,20,Huang,154.94,61.23492
M,19,Bush,172.72,68.0388
M,18,Dennis,182.88,90.7184
F,18,Moss,177.8,95.25432
M,16,Lindsey,182.88,99.79024
M,18,Camacho,175.26,58.96696
F,18,Duffy,154.94,49.89512
M,18,Rocha,187.96,91.62558
F,17,Simon,170.18,68.0388
F,18,Bowman,165.1,54.43104
M,16,Henry,177.8,68.0388
M,18,Frye,185.42,83.91452
M,18,Atkinson,175.26,61.23492
F,16,Ryan,157.48,45.3592
M,19,Savage,182.88,77.11064
M,18,Watkins,195.58,117.9339
F,17,Steele,175.26,58.96696
F,17,Allison,154.94,61.23492
F,16,Schwartz,162.56,58.96696
F,15,Williams,154.94,61.23492
F,18,Ewing,165.1,58.96696
M,14,Luna,182.88,58.96696
F,15,Jenkins,160.02,48.08075
M,18,Choi,185.42,63.50288
F,15,Oneal,157.48,52.16308
M,15,Gray,170.18,49.89512
M,15,Hendrix,172.72,90.7184
M,18,Gonzalez,195.58,86.18248
F,15,Schmitt,170.18,65.77084
M,17,Howard,187.96,120.2019
M,15,Barr,167.64,77.11064
F,18,Sloan,167.64,63.50288
F,16,Meyer,170.18,58.96696
M,18,Simmons,170.18,102.0582
M,18,Morton,185.42,72.57472
F,19,French,160.02,52.16308
F,18,Richards,175.26,65.77084
F,15,Craig,170.18,88.45044
F,19,Gallegos,154.94,63.50288
M,17,Blevins,172.72,72.57472
M,15,Mullen,182.88,70.30676
M,15,Shaw,182.88,74.84268
F,15,Peterson,157.48,47.62716
F,15,Hampton,160.02,104.3262
M,19,Bradshaw,182.88,81.64656
M,14,Lara,177.8,59.87414
F,18,Rich,162.56,52.16308
F,18,Torres,165.1,63.50288
F,18,Roach,167.64,63.95647
M,18,Huff,177.8,90.7184
M,19,Hogan,182.88,99.79024
M,16,Mathis,185.42,79.3786
F,19,Galloway,167.64,49.89512
F,16,Pruitt,160.02,49.89512
M,18,Dawson,182.88,73.02831
F,16,Baker,162.56,59.87414
F,15,Sellers,167.64,62.1421
F,15,Shea,167.64,61.23492
F,18,Contreras,165.1,86.18248
F,18,Bright,162.56,63.50288
M,18,Pugh,172.72,90.7184
M,16,Alvarado,162.56,65.77084
F,17,Maddox,162.56,58.96696
M,19,Flores,190.5,74.84268
F,19,Snyder,175.26,65.77084
M,18,Cameron,170.18,65.77084
M,19,Rivers,187.96,68.0388
F,16,Mcintosh,157.48,54.43104
M,19,Arellano,167.64,81.64656
F,17,Carson,167.64,58.96696
M,17,Tucker,175.26,95.25432
M,15,Edwards,172.72,61.68851
F,17,Turner,167.64,58.51337
M,18,Norton,182.88,90.7184
M,15,Arroyo,162.56,104.3262
F,19,Pitts,162.56,90.7184
M,15,Valentine,157.48,88.45044
F,17,Gates,139.7,57.15259
M,15,Lam,187.96,67.58521
M,15,Haas,190.5,108.8621
F,19,Murray,167.64,79.3786
M,17,Boyer,182.88,82.55374
M,16,Patel,182.88,91.62558
F,19,Fuller,160.02,56.699
F,17,Duke,162.56,61.23492
M,16,Key,182.88,55.33822
F,18,Forbes,162.56,52.61667
F,17,Rios,154.94,43.54483
M,18,Golden,182.88,72.57472
M,17,Webster,170.18,56.699
F,17,Roy,165.1,58.96696
M,17,Goodwin,177.8,64.86366
F,18,Gray,165.1,63.50288
M,17,Villegas,193.04,113.398
F,16,Spence,162.56,56.699
F,17,Tanner,157.48,77.11064
M,15,Reid,162.56,62.5957
F,18,Rocha,170.18,61.23492
F,16,Frey,170.18,65.77084
F,16,Swanson,172.72,58.96696
M,14,Carlson,152.4,40.82328
M,19,Donaldson,187.96,90.7184
F,15,Fleming,167.64,52.61667
M,19,Crane,185.42,117.9339
M,17,Blanchard,195.58,127.0058
M,15,Mueller,170.18,99.79024
M,19,Keith,193.04,99.79024
F,15,Harper,162.56,54.43104
F,15,Booker,172.72,58.96696
M,16,Gill,170.18,56.699
M,17,Bender,182.88,68.0388
F,15,Galloway,162.56,48.98794
F,17,Browning,165.1,58.96696
M,15,Petty,162.56,116.1196
F,18,Reynolds,165.1,64.86366
M,19,Chambers,182.88,70.76035
M,15,Riddle,190.5,92.07918
M,17,Glover,172.72,72.57472
M,16,Williams,177.8,74.84268
M,17,Byrd,187.96,63.50288
F,15,Fowler,172.72,45.3592
F,17,Oneal,165.1,54.43104
M,17,Valencia,165.1,62.1421
M,15,Odonnell,165.1,55.33822
F,16,Duncan,162.56,59.87414
M,15,Avery,172.72,61.23492
M,19,Mcgee,180.34,61.23492
F,17,Mullen,167.64,70.30676
F,18,Martin,170.18,58.96696
F,17,Cross,170.18,58.96696
F,15,Kane,160.02,41.73046
F,16,Rasmussen,172.72,52.16308
M,17,Wyatt,180.34,54.43104
F,16,Lawrence,157.48,58.05978
M,17,Esparza,185.42,83.91452
F,15,Price,165.1,56.699
F,19,Farrell,175.26,65.77084
M,16,Barnes,190.5,90.7184
F,18,Neal,160.02,82.10015
F,16,Sexton,172.72,58.96696
F,15,Vance,165.1,43.09124
F,18,Barry,160.02,52.16308
F,15,Warner,160.02,47.62716
M,17,Callahan,170.18,68.0388
M,15,Lopez,170.18,88.45044
F,17,Huff,157.48,58.96696
M,15,Schneider,160.02,81.64656
F,16,Fisher,170.18,72.57472
F,18,Page,157.48,58.96696
M,16,Benton,175.26,104.3262
M,16,Stanton,177.8,78.92501
F,19,Allen,165.1,53.97745
F,16,Kemp,160.02,43.54483
F,15,Klein,167.64,63.50288
F,16,Nichols,165.1,55.79182
F,17,Mason,165.1,76.65705
F,15,Kelly,160.02,81.64656
M,19,Duarte,187.96,86.18248
M,16,Watson,180.34,79.3786
M,17,Parks,175.26,56.699
F,15,Hammond,162.56,52.16308
M,15,Velez,162.56,79.3786
M,18,Morales,147.32,34.47299
F,18,Flynn,170.18,55.79182
F,18,Craig,154.94,53.52386
F,15,Barr,154.94,54.43104
F,16,Graves,162.56,61.68851
F,19,Cisneros,154.94,66.22443
M,19,Sharp,172.72,63.50288
M,14,Underwood,165.1,49.89512
M,19,Savage,177.8,68.0388
M,18,Mccall,190.5,70.30676
M,18,Pierce,182.88,61.23492
M,15,Mckay,170.18,52.61667
F,18,Hogan,160.02,63.50288
M,18,Burke,187.96,115.666
F,16,Whitehead,157.48,43.54483
M,15,Cox,162.56,46.26638
M,16,Farley,190.5,68.0388
M,16,Cowan,190.5,70.30676
M,15,Carr,190.5,77.11064
F,16,Bartlett,165.1,48.98794
F,17,Cook,157.48,54.43104
M,17,Chaney,175.26,63.50288
M,20,Carter,177.8,83.91452
M,17,Scott,185.42,83.91452
M,15,Hardy,170.18,70.30676
M,17,Taylor,187.96,81.64656
M,15,Davenport,177.8,58.96696
F,18,Gonzales,157.48,45.3592
M,15,Cortez,182.88,70.30676
M,15,Clayton,160.02,63.50288
M,16,Spencer,172.72,64.41006
F,15,Burgess,172.72,65.77084
M,15,Hancock,175.26,54.43104
F,18,Mora,170.18,95.25432
M,15,Castaneda,175.26,74.84268
F,19,Bradley,180.34,83.91452
F,16,Sims,162.56,47.62716
M,15,Aguilar,175.26,59.42055
M,18,Thomas,180.34,58.96696
M,15,Peterson,172.72,65.77084
F,18,Burton,172.72,56.699
F,16,Cuevas,180.34,89.81122
M,15,Malone,175.26,54.43104
F,18,Walters,167.64,49.89512
M,15,Wall,180.34,68.0388
F,19,Barber,167.64,64.86366
M,17,Schaefer,187.96,77.11064
M,16,Pearson,170.18,65.77084
F,15,Brady,170.18,54.43104
F,16,Norman,165.1,63.50288
M,19,Drake,182.88,70.30676
